"Gene symbol","Cluster number"
"Mef2d","8"
"Cct3","8"
"Rusc1","8"
"Fdps","8"
"Zbtb7b","8"
"Hao2","8"
"Cept1","8"
"Gstm2","8"
"Gstm1","8"
"1810037I17Rik","8"
"Pdlim5","8"
"Nsmaf","8"
"Zfp292","8"
"Spink4","8"
"Nipsnap3b","8"
"C630043F03Rik","8"
"Skint6","8"
"Khdrbs1","8"
"Camk2n1","8"
"Crocc","8"
"Tardbp","8"
"Kif1b","8"
"Atad3a","8"
"Dnajb6","8"
"Ccni","8"
"5430416N02Rik","8"
"Fgfrl1","8"
"Asl","8"
"E130309D02Rik","8"
"Kdelr2","8"
"Eif2ak1","8"
"Hsph1","8"
"Hepacam2","8"
"Casd1","8"
"Ica1","8"
"Ndufa4","8"
"Suclg1","8"
"Sfxn5","8"
"Pcbp1","8"
"Foxp1","8"
"Tada3","8"
"Emg1","8"
"Cdca3","8"
"Acrbp","8"
"Fkbp4","8"
"Dennd5b","8"
"Aen","8"
"Ucp2","8"
"Rab6a","8"
"Rrm1","8"
"Rpl27a","8"
"Knop1","8"
"Plk1","8"
"Ctf1","8"
"Fus","8"
"Dock1","8"
"Tollip","8"
"Vdac3","8"
"Nfix","8"
"Adcy7","8"
"Galns","8"
"St14","8"
"Stt3a","8"
"Sc5d","8"
"Pou2f3","8"
"Rexo2","8"
"Psma4","8"
"Neo1","8"
"Zbtb38","8"
"Dnajc13","8"
"Rbm6","8"
"Rhoa","8"
"Rpl14","8"
"Mthfd1l","8"
"Pex3","8"
"Map3k5","8"
"Pip4k2c","8"
"Suox","8"
"Cd63","8"
"Ddc","8"
"Rhbdf1","8"
"Nhp2","8"
"Flcn","8"
"Ndel1","8"
"Acap1","8"
"Rph3al","8"
"Rpl23a","8"
"Ccl6","8"
"Mrps23","8"
"Luc7l3","8"
"Xylt2","8"
"Snx11","8"
"Cdk5rap3","8"
"Sumo2","8"
"H3f3b","8"
"Sec14l1","8"
"Cpsf3","8"
"Rps7","8"
"Agr2","8"
"Srsf5","8"
"Wars","8"
"Eif5","8"
"4931429P17Rik","8"
"Naa35","8"
"Glrx","8"
"Cox7c","8"
"Cwc27","8"
"Thoc7","8"
"Kcnma1","8"
"Rps24","8"
"Ghitm","8"
"Cog3","8"
"Gpc5","8"
"Gpc6","8"
"Nalcn","8"
"Gsdmc2","8"
"Eef1d","8"
"Bop1","8"
"Baiap2l2","8"
"Nup50","8"
