"Gene symbol","Cluster number"
"Etl4","11"
"Acbd5","11"
"Pmpca","11"
"Rabgap1","11"
"Ppp6c","11"
"Nmi","11"
"Zdhhc5","11"
"Psmc3","11"
"Madd","11"
"Cd82","11"
"Galk2","11"
"Stard7","11"
"Tmem87b","11"
"Jag1","11"
"Pltp","11"
"Fdps","11"
"Fam189b","11"
"Dpm3","11"
"Adar","11"
"Psmd4","11"
"Mcl1","11"
"Sec22b","11"
"Wdr77","11"
"Strip1","11"
"Sort1","11"
"Dnajb14","11"
"Adh1","11"
"Srsf11","11"
"Rnf38","11"
"Osbpl9","11"
"Zmpste24","11"
"Macf1","11"
"Laptm5","11"
"Srsf4","11"
"Sfn","11"
"Man1c1","11"
"Usp48","11"
"Necap2","11"
"Dnajc11","11"
"Armc10","11"
"Pdgfra","11"
"Hsd17b11","11"
"Clip2","11"
"Pan3","11"
"Mat2a","11"
"Vhl","11"
"Vamp1","11"
"Klra7","11"
"Magohb","11"
"Slco1b2","11"
"Lig1","11"
"Zfp94","11"
"Hnrnpul1","11"
"Tm2d3","11"
"Akip1","11"
"Usp47","11"
"Mettl9","11"
"Ppp4c","11"
"Glrx3","11"
"Hras","11"
"Cers4","11"
"Grtp1","11"
"Kbtbd11","11"
"Pomk","11"
"Gsr","11"
"Spock3","11"
"Nr3c2","11"
"D8Ertd738e","11"
"Tk2","11"
"Dync1li2","11"
"Aprt","11"
"Raver1","11"
"Pdcd7","11"
"Csnk1g1","11"
"Rfx7","11"
"Rsl24d1","11"
"Plod2","11"
"Cyb561d2","11"
"Rbm6","11"
"Lamb2","11"
"Tgfbr2","11"
"Ctdspl","11"
"Akap7","11"
"Ube2g2","11"
"Ap3d1","11"
"Sppl2b","11"
"Cct2","11"
"Cpsf6","11"
"Hmga2","11"
"Esyt1","11"
"Kcnip1","11"
"Adam19","11"
"Zkscan17","11"
"Usp22","11"
"Rangrf","11"
"Trappc1","11"
"Cxcl16","11"
"Srr","11"
"Ovca2","11"
"Lrrc59","11"
"Erbb2","11"
"Pyy","11"
"Bahcc1","11"
"Nubpl","11"
"Chga","11"
"Unc79","11"
"Cast","11"
"Rfesd","11"
"Smim15","11"
"Ints9","11"
"Ppp1r16a","11"
"Rac2","11"
"Efcab6","11"
"Arsa","11"
"Pdxdc1","11"
"Iglc2","11"
"Ppp1r2","11"
"Adprh","11"
"Cd47","11"
"Cct8","11"
"H2-K1","11"
"Tbc1d5","11"
"Kdm4b","11"
"Nlrc4","11"
"Rhoq","11"
