"Gene symbol","Cluster number"
"Ripk1","7"
"Dsp","7"
"Fam120a","7"
"Nsd1","7"
"Slc35d2","7"
"Med10","7"
"Ccdc127","7"
"Glrx","7"
"Rps23","7"
"Atg10","7"
"F2r","7"
"Hexb","7"
"Elovl7","7"
"Adk","7"
"Capn7","7"
"Glud1","7"
"Mapk1ip1l","7"
"Ttc5","7"
"Tep1","7"
"Ndrg2","7"
"Psmb5","7"
"Psme1","7"
"Mdp1","7"
"Nedd8","7"
"Zmym2","7"
"Cryl1","7"
"Mtmr6","7"
"Ctsb","7"
"Ints9","7"
"Fndc3a","7"
"Esd","7"
"Klf5","7"
"Mbnl2","7"
"Rpl37","7"
"Dab2","7"
"Lifr","7"
"Egflam","7"
"Tars","7"
"Cpq","7"
"Matn2","7"
"Cox6c","7"
"Zfp706","7"
"Tnfrsf11b","7"
"Ago2","7"
"Eef1d","7"
"Fam83h","7"
"Adck5","7"
"Txn2","7"
"Sun2","7"
"St13","7"
"Ndufa6","7"
"Atxn10","7"
"Pdzrn4","7"
"Pced1b","7"
"Tuba1a","7"
"Tmbim6","7"
"Gpd1","7"
"Cox14","7"
"Larp4","7"
"Calcoco1","7"
"Copz1","7"
"Parn","7"
"Pdxdc1","7"
"Ap2m1","7"
"Eif4a2","7"
"Ccdc50","7"
"Fam43a","7"
"Ppp1r2","7"
"Cep19","7"
"Ccdc58","7"
"Lrrc58","7"
"Lsamp","7"
"Tbc1d23","7"
"Cpox","7"
"Sod1","7"
"Scaf8","7"
"1700010I14Rik","7"
"Acat2","7"
"Zfp944","7"
"Kctd5","7"
"Tsc2","7"
"Gfer","7"
"Mrps34","7"
"Ergic1","7"
"Snrpc","7"
"Rpl10a","7"
"BC004004","7"
"Dxo","7"
"Csnk2b","7"
"Tnfrsf21","7"
"Pla2g7","7"
"Hsp90ab1","7"
"Rab12","7"
"Lama1","7"
"Birc6","7"
"Galm","7"
"Cript","7"
"Epcam","7"
"Msh6","7"
"Zfp438","7"
"Usp14","7"
"Npc1","7"
"Reep5","7"
"Ctnna1","7"
"Matr3","7"
"Ankhd1","7"
"Lmnb1","7"
"Isoc1","7"
"Csnk1a1","7"
"Afg3l2","7"
"Dok6","7"
"Ppp1ca","7"
"Yif1a","7"
"Cdc42bpg","7"
"Ahnak","7"
"Fth1","7"
"Ddb1","7"
"Ms4a6c","7"
"Gna14","7"
"Zfand5","7"
"Pgm5","7"
"Jak2","7"
"Plgrkt","7"
"Ankrd22","7"
"Sfrp5","7"
"Nfkb2","7"
"Casp7","7"
"Uba1","7"
"Timp1","7"
"Stag2","7"
"Hs6st2","7"
"Cd99l2","7"
"Flna","7"
"Zc3h12b","7"
"Hsf3","7"
"Atrx","7"
"Cox7b","7"
"2610002M06Rik","7"
"Eif1ax","7"
"Rbbp7","7"
"Piga","7"
"Tmsb4x","7"
"Asmt","7"
"mt-Nd1","7"
"Nck2","8"
"Dbi","8"
"Phlda3","8"
"Dpt","8"
"Mpc2","8"
"Ndufs2","8"
"Alyref2","8"
"Srp9","8"
"Surf4","8"
"Cacfd1","8"
"Psmd5","8"
"Ttll11","8"
"Pdcl","8"
"Rpl35","8"
"Madd","8"
"Acss1","8"
"Srsf6","8"
"Stau1","8"
"Prkci","8"
"S100a1","8"
"Gnai3","8"
"Gbp2","8"
"Decr1","8"
"Ndufaf4","8"
"Ddx58","8"
"Arhgef39","8"
"Plaa","8"
"Zdhhc18","8"
"Abcb1a","8"
"Ptpn12","8"
"Ctbp1","8"
"Ugt2b34","8"
"Fras1","8"
"Anxa3","8"
"Ep400","8"
"Ddx54","8"
"Vps37b","8"
"Hip1","8"
"Polr2j","8"
"Casd1","8"
"Ndufa4","8"
"Tmem213","8"
"1700074P13Rik","8"
"Malsu1","8"
"Grid2","8"
"Suclg1","8"
"Cops7a","8"
"Ndufa9","8"
