"cell_ID"	"FOV"	"cell_types"
"s3050"	"2"	"Stem"
"s3051"	"1"	"Fibroblast"
"s3052"	"2"	"Smooth.Muscle"
"s3053"	"1"	"Fibroblast"
"s3054"	"1"	"DCSC"
"s3055"	"2"	"Paneth-like"
"s3056"	"0"	"Paneth-like"
"s3057"	"0"	"Smooth.Muscle"
"s3058"	"2"	"Macrophage"
"s3059"	"1"	"Fibroblast"
"s3060"	"1"	"DCSC"
"s3061"	"1"	"DCSC"
"s3062"	"0"	"DCSC"
"s3063"	"1"	"Macrophage"
"s3064"	"1"	"B.cell-IgG"
"s3065"	"2"	"B.cell-IgA"
"s3066"	"2"	"Stem"
"s3067"	"1"	"Stem"
"s3068"	"1"	"Stem"
"s3069"	"2"	"B.cell-IgA"
"s3070"	"0"	"B.cell-IgA"
"s3071"	"0"	"B.cell-IgA"
"s3072"	"2"	"Paneth-like"
"s3073"	"0"	"Stem"
"s3074"	"2"	"B.cell-IgA"
"s3075"	"0"	"B.cell-IgA"
"s3076"	"0"	"B.cell-IgA"
"s3077"	"2"	"Smooth.Muscle"
"s3078"	"1"	"B.cell-Immature"
"s3079"	"0"	"B.cell-Immature"
"s3080"	"2"	"Macrophage"
"s3081"	"2"	"Macrophage"
"s3082"	"2"	"DCSC"
"s3083"	"1"	"DCSC"
"s3084"	"2"	"Paneth-like"
"s3085"	"2"	"Stem"
"s3086"	"0"	"Stem"
"s3087"	"0"	"Fibroblast"
"s3088"	"2"	"Smooth.Muscle"
"s3089"	"2"	"Fibroblast"
"s3090"	"1"	"DCSC"
"s3091"	"2"	"Paneth-like"
"s3092"	"0"	"Paneth-like"
"s3093"	"1"	"Smooth.Muscle"
"s3094"	"0"	"Macrophage"
"s3095"	"1"	"Fibroblast"
"s3096"	"1"	"DCSC"
"s3097"	"2"	"DCSC"
"s3098"	"2"	"DCSC"
"s3099"	"1"	"Macrophage"
"s3100"	"0"	"B.cell-IgG"
"s3101"	"1"	"B.cell-IgA"
"s3102"	"2"	"Stem"
"s3103"	"0"	"Stem"
"s3104"	"1"	"B.cell-IgA"
"s3105"	"2"	"B.cell-IgA"
"s3106"	"0"	"B.cell-IgA"
"s3107"	"0"	"B.cell-IgA"
"s3108"	"1"	"Paneth-like"
"s3109"	"2"	"Stem"
"s3110"	"0"	"B.cell-IgA"
"s3111"	"2"	"B.cell-IgA"
"s3112"	"1"	"B.cell-IgA"
"s3113"	"2"	"Smooth.Muscle"
"s3114"	"1"	"Paneth-like"
"s3115"	"2"	"Macrophage"
"s3116"	"2"	"Macrophage"
"s3117"	"0"	"Macrophage"
"s3118"	"2"	"DCSC"
"s3119"	"2"	"DCSC"
"s3120"	"0"	"Paneth-like"
"s3121"	"2"	"Stem"
"s3122"	"1"	"DCSC"
"s3123"	"0"	"DCSC"
"s3124"	"0"	"Smooth.Muscle"
"s3125"	"1"	"Fibroblast"
"s3126"	"0"	"DCSC"
"s3127"	"2"	"DCSC"
"s3128"	"1"	"Paneth-like"
"s3129"	"0"	"Macrophage"
"s3130"	"2"	"Macrophage"
"s3131"	"2"	"Fibroblast"
"s3132"	"1"	"DCSC"
"s3133"	"1"	"DCSC"
"s3134"	"2"	"DCSC"
"s3135"	"2"	"Macrophage"
"s3136"	"2"	"B.cell-IgG"
"s3137"	"2"	"B.cell-IgA"
"s3138"	"0"	"Stem"
"s3139"	"2"	"Stem"
"s3140"	"1"	"B.cell-IgA"
"s3141"	"1"	"B.cell-IgA"
"s3142"	"1"	"B.cell-IgA"
"s3143"	"1"	"B.cell-IgA"
"s3144"	"1"	"Paneth-like"
"s3145"	"0"	"Stem"
"s3146"	"0"	"B.cell-IgA"
"s3147"	"2"	"B.cell-IgA"
"s3148"	"2"	"B.cell-IgA"
"s3149"	"1"	"Smooth.Muscle"
"s3150"	"0"	"B.cell-IgA"
"s3151"	"0"	"B.cell-IgA"
"s3152"	"2"	"DCSC"
"s3153"	"2"	"B.cell-IgG"
"s3154"	"0"	"DCSC"
"s3155"	"0"	"DCSC"
"s3156"	"0"	"B.cell-Immature"
"s3157"	"1"	"Macrophage"
"s3158"	"2"	"Macrophage"
"s3159"	"1"	"Fibroblast"
"s3160"	"1"	"DCSC"
"s3161"	"0"	"DCSC"
"s3162"	"0"	"Stem"
"s3163"	"1"	"Stem"
"s3164"	"0"	"Paneth-like"
"s3165"	"0"	"Macrophage"
"s3166"	"2"	"Smooth.Muscle"
"s3167"	"1"	"Fibroblast"
"s3168"	"1"	"DCSC"
"s3169"	"0"	"DCSC"
"s3170"	"1"	"DCSC"
"s3171"	"0"	"Macrophage"
"s3172"	"2"	"Macrophage"
"s3173"	"1"	"Fibroblast"
"s3174"	"2"	"DCSC"
"s3175"	"0"	"DCSC"
"s3176"	"2"	"DCSC"
"s3177"	"0"	"Macrophage"
"s3178"	"0"	"B.cell-IgG"
"s3179"	"2"	"B.cell-IgA"
"s3180"	"1"	"Stem"
"s3181"	"1"	"Stem"
"s3182"	"1"	"B.cell-IgA"
"s3183"	"1"	"B.cell-IgA"
"s3184"	"2"	"B.cell-IgA"
"s3185"	"0"	"B.cell-IgA"
"s3186"	"1"	"Paneth-like"
"s3187"	"1"	"DCSC"
"s3188"	"1"	"B.cell-IgA"
"s3189"	"1"	"B.cell-IgA"
"s3190"	"2"	"B.cell-IgA"
"s3191"	"0"	"Smooth.Muscle"
"s3192"	"0"	"B.cell-IgA"
"s3193"	"1"	"B.cell-IgA"
"s3194"	"1"	"DCSC"
"s3195"	"1"	"B.cell-IgG"
"s3196"	"0"	"DCSC"
"s3197"	"0"	"DCSC"
"s3198"	"0"	"Paneth-like"
"s3199"	"1"	"Macrophage"
"s3200"	"0"	"Macrophage"
"s3201"	"0"	"Fibroblast"
"s3202"	"2"	"DCSC"
"s3203"	"2"	"DCSC"
"s3204"	"2"	"Stem"
"s3205"	"1"	"Stem"
"s3206"	"1"	"Paneth-like"
"s3207"	"2"	"Macrophage"
"s3208"	"2"	"Smooth.Muscle"
"s3209"	"1"	"Fibroblast"
"s3210"	"0"	"DCSC"
"s3211"	"2"	"DCSC"
"s3212"	"1"	"DCSC"
"s3213"	"2"	"Macrophage"
"s3214"	"0"	"Macrophage"
"s3215"	"0"	"Fibroblast"
"s3216"	"1"	"DCSC"
"s3217"	"0"	"DCSC"
"s3218"	"1"	"DCSC"
"s3219"	"0"	"Macrophage"
"s3220"	"0"	"B.cell-IgG"
"s3221"	"0"	"B.cell-IgA"
"s3222"	"0"	"Stem"
"s3223"	"2"	"Stem"
"s3224"	"1"	"B.cell-IgA"
"s3225"	"0"	"B.cell-IgA"
"s3226"	"1"	"B.cell-IgA"
"s3227"	"2"	"B.cell-IgA"
"s3228"	"1"	"Paneth-like"
"s3229"	"1"	"DCSC"
"s3230"	"1"	"B.cell-IgA"
"s3231"	"1"	"B.cell-IgA"
"s3232"	"1"	"B.cell-IgA"
"s3233"	"0"	"Smooth.Muscle"
"s3234"	"0"	"B.cell-IgA"
"s3235"	"0"	"B.cell-IgA"
"s3236"	"2"	"DCSC"
"s3237"	"2"	"B.cell-IgG"
"s3238"	"1"	"DCSC"
"s3239"	"2"	"DCSC"
"s3240"	"0"	"Paneth-like"
"s3241"	"0"	"Macrophage"
"s3242"	"0"	"Macrophage"
"s3243"	"0"	"Fibroblast"
"s3244"	"2"	"DCSC"
"s3245"	"0"	"Stem"
"s3246"	"1"	"Stem"
"s3247"	"0"	"Paneth-like"
"s3248"	"1"	"Paneth-like"
"s3249"	"1"	"Macrophage"
"s3250"	"0"	"Smooth.Muscle"
"s3251"	"2"	"Fibroblast"
"s3252"	"2"	"DCSC"
"s3253"	"0"	"DCSC"
"s3254"	"2"	"DCSC"
"s3255"	"0"	"Macrophage"
"s3256"	"2"	"Macrophage"
"s3257"	"0"	"Fibroblast"
"s3258"	"2"	"DCSC"
"s3259"	"0"	"DCSC"
"s3260"	"1"	"Stem"
"s3261"	"2"	"Macrophage"
"s3262"	"0"	"B.cell-IgG"
"s3263"	"2"	"B.cell-IgA"
"s3264"	"0"	"Stem"
"s3265"	"2"	"Stem"
"s3266"	"2"	"B.cell-IgA"
"s3267"	"2"	"B.cell-IgA"
"s3268"	"1"	"B.cell-IgA"
"s3269"	"1"	"B.cell-IgA"
"s3270"	"1"	"Paneth-like"
"s3271"	"2"	"DCSC"
"s3272"	"0"	"Paneth-like"
"s3273"	"2"	"DCSC"
"s3274"	"0"	"B.cell-IgA"
"s3275"	"1"	"Smooth.Muscle"
"s3276"	"1"	"B.cell-IgA"
"s3277"	"1"	"B.cell-IgA"
"s3278"	"0"	"DCSC"
"s3279"	"0"	"B.cell-IgG"
"s3280"	"1"	"DCSC"
"s3281"	"0"	"DCSC"
"s3282"	"0"	"Paneth-like"
"s3283"	"0"	"Macrophage"
"s3284"	"2"	"Macrophage"
"s3285"	"0"	"Fibroblast"
"s3286"	"1"	"DCSC"
"s3287"	"2"	"Fibroblast"
"s3288"	"1"	"DCSC"
"s3289"	"1"	"Paneth-like"
"s3290"	"0"	"Paneth-like"
"s3291"	"0"	"Macrophage"
"s3292"	"2"	"Smooth.Muscle"
"s3293"	"1"	"Fibroblast"
"s3294"	"2"	"DCSC"
"s3295"	"2"	"DCSC"
"s3296"	"0"	"DCSC"
"s3297"	"0"	"Macrophage"
"s3298"	"1"	"Macrophage"
"s3299"	"0"	"Fibroblast"
"s3300"	"1"	"DCSC"
"s3301"	"0"	"DCSC"
"s3302"	"2"	"Stem"
"s3303"	"1"	"Macrophage"
"s3304"	"0"	"B.cell-IgG"
"s3305"	"1"	"B.cell-IgA"
"s3306"	"2"	"Stem"
"s3307"	"1"	"Stem"
"s3308"	"0"	"B.cell-IgA"
"s3309"	"2"	"B.cell-IgA"
"s3310"	"2"	"B.cell-IgA"
"s3311"	"0"	"B.cell-IgA"
"s3312"	"0"	"Paneth-like"
"s3313"	"2"	"DCSC"
"s3314"	"2"	"Paneth-like"
"s3315"	"0"	"DCSC"
"s3316"	"1"	"B.cell-IgA"
"s3317"	"2"	"B.cell-IgG"
"s3318"	"0"	"B.cell-IgA"
"s3319"	"0"	"Macrophage"
"s3320"	"1"	"Macrophage"
"s3321"	"2"	"B.cell-IgG"
"s3322"	"2"	"DCSC"
"s3323"	"2"	"DCSC"
"s3324"	"1"	"Paneth-like"
"s3325"	"1"	"Macrophage"
"s3326"	"0"	"DCSC"
"s3327"	"1"	"Fibroblast"
"s3328"	"1"	"DCSC"
"s3329"	"0"	"Fibroblast"
"s3330"	"1"	"DCSC"
"s3331"	"0"	"Paneth-like"
"s3332"	"2"	"Paneth-like"
"s3333"	"1"	"Smooth.Muscle"
"s3334"	"1"	"Smooth.Muscle"
"s3335"	"2"	"Fibroblast"
"s3336"	"1"	"DCSC"
"s3337"	"1"	"DCSC"
"s3338"	"0"	"DCSC"
"s3339"	"2"	"Macrophage"
"s3340"	"1"	"Macrophage"
"s3341"	"1"	"Fibroblast"
"s3342"	"1"	"Stem"
"s3343"	"1"	"DCSC"
"s3344"	"1"	"Stem"
"s3345"	"0"	"B.cell-IgA"
"s3346"	"2"	"B.cell-IgG"
"s3347"	"0"	"B.cell-IgA"
"s3348"	"2"	"Stem"
"s3349"	"0"	"Stem"
"s3350"	"0"	"B.cell-IgA"
"s3351"	"0"	"B.cell-IgA"
"s3352"	"1"	"B.cell-IgA"
"s3353"	"2"	"B.cell-IgA"
"s3354"	"1"	"Paneth-like"
"s3355"	"1"	"DCSC"
"s3356"	"1"	"Paneth-like"
"s3357"	"2"	"DCSC"
"s3358"	"0"	"B.cell-IgA"
"s3359"	"1"	"B.cell-IgG"
"s3360"	"1"	"B.cell-IgA"
"s3361"	"2"	"Macrophage"
"s3362"	"0"	"Macrophage"
"s3363"	"2"	"B.cell-IgG"
"s3364"	"2"	"DCSC"
"s3365"	"2"	"DCSC"
"s3366"	"2"	"Paneth-like"
"s3367"	"2"	"Macrophage"
"s3368"	"0"	"DCSC"
"s3369"	"0"	"Fibroblast"
"s3370"	"2"	"DCSC"
"s3371"	"2"	"Fibroblast"
"s3372"	"2"	"DCSC"
"s3373"	"0"	"Paneth-like"
"s3374"	"2"	"Paneth-like"
"s3375"	"2"	"Smooth.Muscle"
"s3376"	"0"	"B.cell-IgA"
"s3377"	"0"	"Fibroblast"
"s3378"	"0"	"DCSC"
"s3379"	"2"	"DCSC"
"s3380"	"1"	"DCSC"
"s3381"	"1"	"Macrophage"
"s3382"	"1"	"Macrophage"
"s3383"	"1"	"Fibroblast"
"s3384"	"0"	"Stem"
"s3385"	"0"	"DCSC"
"s3386"	"2"	"Stem"
"s3387"	"2"	"B.cell-IgA"
"s3388"	"2"	"B.cell-IgA"
"s3389"	"1"	"B.cell-IgA"
"s3390"	"0"	"Stem"
"s3391"	"2"	"Stem"
"s3392"	"0"	"B.cell-IgA"
"s3393"	"0"	"B.cell-IgA"
"s3394"	"0"	"B.cell-IgA"
"s3395"	"1"	"B.cell-IgA"
"s3396"	"0"	"DCSC"
"s3397"	"0"	"DCSC"
"s3398"	"1"	"Paneth-like"
"s3399"	"2"	"DCSC"
"s3400"	"0"	"B.cell-IgA"
"s3401"	"1"	"B.cell-IgG"
"s3402"	"0"	"B.cell-Immature"
"s3403"	"0"	"Macrophage"
"s3404"	"0"	"Macrophage"
"s3405"	"2"	"B.cell-IgG"
"s3406"	"1"	"DCSC"
"s3407"	"1"	"DCSC"
"s3408"	"0"	"Paneth-like"
"s3409"	"2"	"Stem"
"s3410"	"1"	"DCSC"
"s3411"	"1"	"Fibroblast"
"s3412"	"2"	"Smooth.Muscle"
"s3413"	"1"	"Fibroblast"
"s3414"	"1"	"DCSC"
"s3415"	"1"	"Paneth-like"
"s3416"	"1"	"Paneth-like"
"s3417"	"0"	"Smooth.Muscle"
"s3418"	"0"	"B.cell-IgA"
"s3419"	"1"	"Fibroblast"
"s3420"	"1"	"DCSC"
"s3421"	"0"	"DCSC"
"s3422"	"1"	"DCSC"
"s3423"	"0"	"Macrophage"
"s3424"	"1"	"B.cell-IgG"
"s3425"	"2"	"Fibroblast"
"s3426"	"2"	"Stem"
"s3427"	"0"	"DCSC"
"s3428"	"1"	"Stem"
"s3429"	"2"	"B.cell-IgA"
"s3430"	"1"	"B.cell-IgA"
"s3431"	"2"	"B.cell-IgA"
"s3432"	"1"	"Stem"
"s3433"	"1"	"Stem"
"s3434"	"2"	"B.cell-IgA"
"s3435"	"2"	"B.cell-IgA"
"s3436"	"2"	"B.cell-IgA"
"s3437"	"2"	"B.cell-IgG"
"s3438"	"1"	"DCSC"
"s3439"	"2"	"DCSC"
"s3440"	"2"	"Paneth-like"
"s3441"	"0"	"DCSC"
"s3442"	"2"	"B.cell-IgA"
"s3443"	"2"	"Smooth.Muscle"
"s3444"	"1"	"B.cell-Immature"
"s3445"	"2"	"Macrophage"
"s3446"	"1"	"Macrophage"
"s3447"	"1"	"B.cell-IgG"
"s3448"	"0"	"DCSC"
"s3449"	"1"	"DCSC"
"s3450"	"1"	"Paneth-like"
"s3451"	"0"	"Stem"
"s3452"	"0"	"DCSC"
"s3453"	"0"	"Fibroblast"
"s3454"	"1"	"Smooth.Muscle"
"s3455"	"1"	"Fibroblast"
"s3456"	"1"	"Stem"
"s3457"	"2"	"Paneth-like"
"s3458"	"0"	"Paneth-like"
"s3459"	"2"	"Smooth.Muscle"
"s3460"	"1"	"B.cell-IgA"
"s3461"	"2"	"Fibroblast"
"s3462"	"1"	"DCSC"
"s3463"	"0"	"DCSC"
"s3464"	"0"	"DCSC"
"s3465"	"2"	"Macrophage"
"s3466"	"1"	"B.cell-IgG"
"s3467"	"0"	"B.cell-IgA"
"s3468"	"2"	"Stem"
"s3469"	"2"	"Stem"
"s3470"	"1"	"B.cell-IgA"
"s3471"	"1"	"B.cell-IgA"
"s3472"	"0"	"B.cell-IgA"
"s3473"	"2"	"B.cell-IgA"
"s3474"	"2"	"Stem"
"s3475"	"0"	"Stem"
"s3476"	"1"	"B.cell-IgA"
"s3477"	"1"	"B.cell-IgA"
"s3478"	"2"	"B.cell-IgA"
"s3479"	"1"	"Smooth.Muscle"
"s3480"	"1"	"B.cell-Immature"
"s3481"	"2"	"Macrophage"
"s3482"	"0"	"Macrophage"
"s3483"	"2"	"Macrophage"
"s3484"	"2"	"DCSC"
"s3485"	"0"	"DCSC"
"s3486"	"0"	"Paneth-like"
"s3487"	"1"	"Stem"
"s3488"	"2"	"DCSC"
"s3489"	"2"	"Fibroblast"
"s3490"	"0"	"Smooth.Muscle"
"s3491"	"0"	"Fibroblast"
"s3492"	"2"	"Stem"
"s3493"	"0"	"DCSC"
"s3494"	"1"	"Paneth-like"
"s3495"	"1"	"Smooth.Muscle"
"s3496"	"1"	"B.cell-IgA"
"s3497"	"1"	"Fibroblast"
"s3498"	"1"	"DCSC"
"s3499"	"0"	"DCSC"
"s3500"	"1"	"DCSC"
"s3501"	"2"	"Macrophage"
"s3502"	"2"	"B.cell-IgG"
"s3503"	"1"	"B.cell-IgA"
"s3504"	"0"	"Stem"
"s3505"	"2"	"Stem"
"s3506"	"2"	"B.cell-IgA"
"s3507"	"0"	"B.cell-IgA"
"s3508"	"1"	"B.cell-IgA"
"s3509"	"2"	"B.cell-IgA"
"s3510"	"0"	"Stem"
"s3511"	"2"	"Stem"
"s3512"	"2"	"B.cell-IgA"
"s3513"	"2"	"B.cell-IgA"
"s3514"	"0"	"B.cell-IgA"
"s3515"	"0"	"Smooth.Muscle"
"s3516"	"2"	"B.cell-Immature"
"s3517"	"1"	"Macrophage"
"s3518"	"2"	"Macrophage"
"s3519"	"1"	"Fibroblast"
"s3520"	"1"	"DCSC"
"s3521"	"1"	"DCSC"
"s3522"	"0"	"Paneth-like"
"s3523"	"1"	"Stem"
"s3524"	"0"	"DCSC"
"s3525"	"2"	"Macrophage"
"s3526"	"0"	"Smooth.Muscle"
"s3527"	"2"	"Fibroblast"
"s3528"	"1"	"DCSC"
"s3529"	"2"	"DCSC"
"s3530"	"2"	"Paneth-like"
"s3531"	"1"	"Macrophage"
"s3532"	"1"	"B.cell-IgA"
"s3533"	"1"	"Fibroblast"
"s3534"	"2"	"DCSC"
"s3535"	"0"	"DCSC"
"s3536"	"2"	"DCSC"
"s3537"	"1"	"Macrophage"
"s3538"	"1"	"B.cell-IgG"
"s3539"	"1"	"B.cell-IgA"
"s3540"	"1"	"Stem"
"s3541"	"1"	"Stem"
"s3542"	"2"	"B.cell-IgA"
"s3543"	"0"	"B.cell-IgA"
"s3544"	"2"	"B.cell-IgA"
"s3545"	"2"	"B.cell-IgA"
"s3546"	"1"	"Stem"
"s3547"	"2"	"Stem"
"s3548"	"1"	"B.cell-IgA"
"s3549"	"1"	"B.cell-IgA"
"s3550"	"0"	"B.cell-IgA"
"s3551"	"1"	"Smooth.Muscle"
"s3552"	"2"	"B.cell-IgG"
"s3553"	"1"	"B.cell-IgA"
"s3554"	"1"	"B.cell-IgA"
"s3555"	"2"	"DCSC"
"s3556"	"1"	"B.cell-IgG"
"s3557"	"2"	"DCSC"
"s3558"	"1"	"DCSC"
"s3559"	"2"	"Stem"
"s3560"	"1"	"B.cell-Immature"
"s3561"	"1"	"Macrophage"
"s3562"	"1"	"Macrophage"
"s3563"	"0"	"Fibroblast"
"s3564"	"1"	"DCSC"
"s3565"	"0"	"DCSC"
"s3566"	"2"	"Paneth-like"
"s3567"	"0"	"Stem"
"s3568"	"0"	"Stem"
"s3569"	"0"	"DCSC"
"s3570"	"2"	"Macrophage"
"s3571"	"0"	"Smooth.Muscle"
"s3572"	"1"	"Fibroblast"
"s3573"	"2"	"DCSC"
"s3574"	"1"	"DCSC"
"s3575"	"1"	"DCSC"
"s3576"	"0"	"DCSC"
"s3577"	"1"	"Macrophage"
"s3578"	"1"	"B.cell-IgA"
"s3579"	"1"	"Fibroblast"
"s3580"	"0"	"Stem"
"s3581"	"1"	"DCSC"
"s3582"	"0"	"DCSC"
"s3583"	"2"	"DCSC"
"s3584"	"1"	"Macrophage"
"s3585"	"1"	"B.cell-IgG"
"s3586"	"1"	"B.cell-IgA"
"s3587"	"1"	"Stem"
"s3588"	"1"	"Stem"
"s3589"	"1"	"Stem"
"s3590"	"1"	"B.cell-IgA"
"s3591"	"2"	"B.cell-IgA"
"s3592"	"2"	"B.cell-IgA"
"s3593"	"2"	"B.cell-IgA"
"s3594"	"2"	"Stem"
"s3595"	"0"	"Paneth-like"
"s3596"	"1"	"DCSC"
"s3597"	"0"	"B.cell-IgA"
"s3598"	"1"	"B.cell-IgA"
"s3599"	"1"	"B.cell-IgA"
"s3600"	"0"	"Smooth.Muscle"
"s3601"	"0"	"B.cell-IgG"
"s3602"	"2"	"B.cell-IgA"
"s3603"	"2"	"B.cell-IgA"
"s3604"	"2"	"DCSC"
"s3605"	"2"	"B.cell-IgG"
"s3606"	"0"	"DCSC"
"s3607"	"0"	"DCSC"
"s3608"	"0"	"Paneth-like"
"s3609"	"0"	"B.cell-Immature"
"s3610"	"0"	"Macrophage"
"s3611"	"2"	"Macrophage"
"s3612"	"2"	"Fibroblast"
"s3613"	"1"	"DCSC"
"s3614"	"0"	"DCSC"
"s3615"	"2"	"Paneth-like"
"s3616"	"0"	"Stem"
"s3617"	"1"	"Stem"
"s3618"	"0"	"Paneth-like"
"s3619"	"2"	"Macrophage"
"s3620"	"1"	"Smooth.Muscle"
"s3621"	"0"	"Fibroblast"
"s3622"	"1"	"DCSC"
"s3623"	"2"	"DCSC"
"s3624"	"2"	"DCSC"
"s3625"	"1"	"DCSC"
"s3626"	"0"	"Macrophage"
"s3627"	"2"	"Macrophage"
"s3628"	"0"	"Fibroblast"
"s3629"	"2"	"Stem"
"s3630"	"1"	"DCSC"
"s3631"	"1"	"DCSC"
"s3632"	"0"	"DCSC"
"s3633"	"1"	"Macrophage"
"s3634"	"1"	"B.cell-IgG"
"s3635"	"1"	"B.cell-IgA"
"s3636"	"2"	"Stem"
"s3637"	"0"	"Stem"
"s3638"	"2"	"Stem"
"s3639"	"0"	"B.cell-IgA"
"s3640"	"0"	"B.cell-IgA"
"s3641"	"2"	"B.cell-IgA"
"s3642"	"2"	"B.cell-IgA"
"s3643"	"1"	"Stem"
"s3644"	"1"	"Paneth-like"
"s3645"	"1"	"DCSC"
"s3646"	"1"	"B.cell-IgA"
"s3647"	"1"	"B.cell-IgA"
"s3648"	"1"	"B.cell-IgG"
"s3649"	"2"	"Smooth.Muscle"
"s3650"	"2"	"B.cell-IgG"
"s3651"	"1"	"B.cell-IgA"
"s3652"	"1"	"B.cell-IgA"
"s3653"	"1"	"DCSC"
"s3654"	"1"	"B.cell-IgG"
"s3655"	"1"	"DCSC"
"s3656"	"2"	"DCSC"
"s3657"	"1"	"Paneth-like"
"s3658"	"1"	"Paneth-like"
"s3659"	"0"	"Macrophage"
"s3660"	"2"	"Macrophage"
"s3661"	"1"	"Fibroblast"
"s3662"	"2"	"DCSC"
"s3663"	"0"	"Fibroblast"
"s3664"	"0"	"Paneth-like"
"s3665"	"1"	"Stem"
"s3666"	"1"	"Paneth-like"
"s3667"	"0"	"Paneth-like"
"s3668"	"1"	"Macrophage"
"s3669"	"1"	"Smooth.Muscle"
"s3670"	"2"	"Fibroblast"
"s3671"	"1"	"DCSC"
"s3672"	"2"	"DCSC"
"s3673"	"2"	"DCSC"
"s3674"	"0"	"DCSC"
"s3675"	"1"	"Macrophage"
"s3676"	"2"	"Macrophage"
"s3677"	"1"	"Fibroblast"
"s3678"	"2"	"Stem"
"s3679"	"1"	"DCSC"
"s3680"	"2"	"DCSC"
"s3681"	"1"	"DCSC"
"s3682"	"1"	"Macrophage"
"s3683"	"1"	"B.cell-IgG"
"s3684"	"1"	"B.cell-IgA"
"s3685"	"0"	"Stem"
"s3686"	"2"	"Stem"
"s3687"	"2"	"Stem"
"s3688"	"1"	"B.cell-IgA"
"s3689"	"2"	"B.cell-IgA"
"s3690"	"1"	"B.cell-IgA"
"s3691"	"1"	"B.cell-IgA"
"s3692"	"0"	"Paneth-like"
"s3693"	"0"	"Paneth-like"
"s3694"	"2"	"DCSC"
"s3695"	"2"	"Paneth-like"
"s3696"	"2"	"B.cell-IgA"
"s3697"	"2"	"B.cell-IgG"
"s3698"	"2"	"Smooth.Muscle"
"s3699"	"0"	"B.cell-IgG"
"s3700"	"2"	"B.cell-IgA"
"s3701"	"1"	"Macrophage"
"s3702"	"1"	"DCSC"
"s3703"	"1"	"B.cell-IgG"
"s3704"	"2"	"DCSC"
"s3705"	"0"	"DCSC"
"s3706"	"2"	"Paneth-like"
"s3707"	"0"	"Paneth-like"
"s3708"	"2"	"Macrophage"
"s3709"	"1"	"Macrophage"
"s3710"	"1"	"Fibroblast"
"s3711"	"1"	"DCSC"
"s3712"	"0"	"Fibroblast"
"s3713"	"2"	"Paneth-like"
"s3714"	"2"	"Stem"
"s3715"	"1"	"Paneth-like"
"s3716"	"2"	"Paneth-like"
"s3717"	"2"	"Macrophage"
"s3718"	"2"	"Smooth.Muscle"
"s3719"	"1"	"Smooth.Muscle"
"s3720"	"2"	"DCSC"
"s3721"	"1"	"DCSC"
"s3722"	"2"	"DCSC"
"s3723"	"1"	"DCSC"
"s3724"	"1"	"Macrophage"
"s3725"	"1"	"Macrophage"
"s3726"	"2"	"Fibroblast"
"s3727"	"1"	"Stem"
"s3728"	"2"	"DCSC"
"s3729"	"0"	"DCSC"
"s3730"	"0"	"Stem"
"s3731"	"2"	"Macrophage"
"s3732"	"2"	"B.cell-IgG"
"s3733"	"1"	"B.cell-IgA"
"s3734"	"2"	"Stem"
"s3735"	"2"	"Stem"
"s3736"	"1"	"Stem"
"s3737"	"0"	"B.cell-IgA"
"s3738"	"1"	"B.cell-IgA"
"s3739"	"1"	"B.cell-IgA"
"s3740"	"2"	"B.cell-IgA"
"s3741"	"1"	"Paneth-like"
"s3742"	"2"	"Paneth-like"
"s3743"	"2"	"DCSC"
"s3744"	"0"	"Paneth-like"
"s3745"	"0"	"DCSC"
"s3746"	"2"	"B.cell-IgG"
"s3747"	"2"	"Smooth.Muscle"
"s3748"	"2"	"B.cell-IgG"
"s3749"	"1"	"B.cell-IgA"
"s3750"	"0"	"Macrophage"
"s3751"	"2"	"Macrophage"
"s3752"	"2"	"B.cell-IgG"
"s3753"	"2"	"DCSC"
"s3754"	"0"	"DCSC"
"s3755"	"2"	"Paneth-like"
"s3756"	"2"	"Paneth-like"
"s3757"	"0"	"Macrophage"
"s3758"	"0"	"DCSC"
"s3759"	"0"	"Fibroblast"
"s3760"	"2"	"DCSC"
"s3761"	"0"	"Fibroblast"
"s3762"	"2"	"Paneth-like"
"s3763"	"1"	"Stem"
"s3764"	"2"	"Paneth-like"
"s3765"	"2"	"Paneth-like"
"s3766"	"0"	"Smooth.Muscle"
"s3767"	"0"	"Smooth.Muscle"
"s3768"	"1"	"Smooth.Muscle"
"s3769"	"1"	"DCSC"
"s3770"	"2"	"DCSC"
"s3771"	"1"	"DCSC"
"s3772"	"2"	"DCSC"
"s3773"	"1"	"Macrophage"
"s3774"	"0"	"Macrophage"
"s3775"	"2"	"Fibroblast"
"s3776"	"2"	"Stem"
"s3777"	"0"	"DCSC"
"s3778"	"2"	"DCSC"
"s3779"	"0"	"Stem"
"s3780"	"0"	"B.cell-IgA"
"s3781"	"2"	"B.cell-IgA"
"s3782"	"1"	"B.cell-IgA"
"s3783"	"2"	"Stem"
"s3784"	"1"	"Stem"
"s3785"	"0"	"Stem"
"s3786"	"1"	"B.cell-IgA"
"s3787"	"0"	"B.cell-IgA"
"s3788"	"0"	"B.cell-IgA"
"s3789"	"0"	"B.cell-IgA"
"s3790"	"0"	"Paneth-like"
"s3791"	"1"	"Paneth-like"
"s3792"	"0"	"DCSC"
"s3793"	"1"	"Paneth-like"
"s3794"	"2"	"DCSC"
"s3795"	"0"	"B.cell-IgG"
